sentence,label
"Комментаторы отметили, что футбольная команда вернулся после травмы без лишних ошибок.",1
"Болельщики считают, что спортсменка набрал много очков заслуженно.",1
Перед турниром тренер получил награду за сезон и стал одним из фаворитов.,1
"Тренировка показала, что вратарь готов выступать в групповом этапе.",1
Спортсменка показал отличную форму в последней минуте.,1
"Тест показал, что браузер получил более точную настройку, особенно при настройке локальной сети.",0
"По этому рецепту десерт лучше подавать горячим, поэтому блюдо нравится всей семье.",2
"Для начинающих этот курица удобен, потому что лучше подавать горячим.",2
Капитан команды провел уверенную тренировку на международном турнире.,1
"В рецепте сказано, что борщ требует свежих ингредиентов после правильной подготовки.",2
"Для начинающих этот рис удобен, потому что лучше подавать горячим.",2
Сборная прошел квалификацию во втором тайме.,1
"Важно помнить, что салат лучше жарить на среднем огне, особенно в глубокой кастрюле.",2
"Если готовить рис для быстрого перекуса, вкус получится более насыщенным.",2
"В обзоре сказали, что камера ускоряет запуск программ и получил хорошие оценки.",0
"В конце встречи сборная вернулся после травмы, хотя игра была очень напряженной.",1
"На соревнованиях бегун выиграл важный матч, показав сильный характер.",1
"Если готовить каша после добавления специй, вкус получится более насыщенным.",2
"В рецепте сказано, что рис готовится на медленном огне после правильной подготовки.",2
Перед подачей запеканка можно дополнить зеленью и свежими овощами.,2
"В обзоре сказали, что алгоритм лучше справляется с многозадачностью и получил хорошие оценки.",0
"Чтобы приготовить домашний хлеб, нужно выбрать продукты и следить за временем.",2
"Я добавил немного специй, и сырники можно украсить зеленью.",2
"В рецепте сказано, что салат лучше подавать горячим после правильной подготовки.",2
"В рецепте сказано, что суп нужно оставить настояться после правильной подготовки.",2
"Сегодня велогонщик подготовился к турниру, и болельщики активно обсуждают результат.",1
"Для начинающих этот десерт удобен, потому что лучше жарить на среднем огне.",2
"На соревнованиях баскетболист показал высокий темп, показав сильный характер.",1
"После настройки планшет лучше справляется с многозадачностью, а подключение стало стабильнее.",0
"По этому рецепту торт получается ароматным, поэтому блюдо нравится всей семье.",2
"Тест показал, что умные часы лучше справляется с многозадачностью, особенно на рабочем месте.",0
"Я заметил, что приложение получил обновление и почти не зависает при хранении резервных копий.",0
"Я заметил, что монитор лучше справляется с многозадачностью и почти не зависает при хранении резервных копий.",0
Борщ получает насыщенный вкус после маринования.,2
Перед турниром баскетболист забил решающий гол и стал одним из фаворитов.,1
"Тест показал, что ноутбук стал стабильнее после обновления, особенно во время онлайн-конференции.",0
Для задачи в домашней сети этот смартфон подходит лучше старой версии.,0
После перерыва гимнастка получил награду за сезон и помог команде удержать счет.,1
"Пользователи обсуждают, что игровая консоль поддерживает новый стандарт связи и стоит своих денег.",0
"Я заметил, что зарядное устройство стал работать быстрее и почти не зависает при обработке фотографий.",0
"Сегодня арбитр сделал точную передачу, и болельщики активно обсуждают результат.",1
Видеокарта стал удобнее для работы во время видеозвонков.,0
"В конце встречи тренер получил награду за сезон, хотя игра была очень напряженной.",1
"После настройки антивирус получил улучшенную защиту, а подключение стало стабильнее.",0
"Важно помнить, что котлеты нужно посолить в конце, особенно на праздничный стол.",2
"Я добавил немного специй, и печенье готовится на медленном огне.",2
"Пользователи обсуждают, что браузер получил улучшенную защиту и стоит своих денег.",0
"Сегодня велогонщик показал отличную форму, и болельщики активно обсуждают результат.",1
"Я заметил, что приложение лучше справляется с многозадачностью и почти не зависает при работе с документами.",0
"Важно помнить, что запеканка становится мягким после запекания, особенно на праздничный стол.",2
"Для начинающих этот запеканка удобен, потому что лучше подавать горячим.",2
"Болельщики считают, что марафонец победил в финале заслуженно.",1
"После настройки клавиатура стал стабильнее после обновления, а подключение стало стабильнее.",0
"Важно помнить, что соус нужно оставить настояться, особенно в глубокой кастрюле.",2
"Я добавил немного специй, и каша хорошо сочетается с овощами.",2
"По этому рецепту домашний хлеб получается ароматным, поэтому блюдо нравится всей семье.",2
"Разработчики сообщили, что электронная книга позволяет хранить больше файлов после последнего обновления.",0
"Чтобы приготовить блины, нужно выбрать продукты и следить за временем.",2
Теннисист забил решающий гол на чемпионате страны.,1
"В конце встречи сборная победил в финале, хотя игра была очень напряженной.",1
Для задачи в компьютерной игре этот видеокарта подходит лучше старой версии.,0
"Важно помнить, что печенье нужно аккуратно перемешать, особенно в глубокой кастрюле.",2
"Важно помнить, что каша можно приготовить без сложных продуктов, особенно в глубокой кастрюле.",2
Перед турниром пловец подготовился к турниру и стал одним из фаворитов.,1
"После настройки приложение стал стабильнее после обновления, а подключение стало стабильнее.",0
"В обзоре сказали, что умные часы показывает высокий результат в тестах и получил хорошие оценки.",0
"На соревнованиях пловец провел уверенную тренировку, показав сильный характер.",1
"Повар советует, чтобы омлет можно приготовить без сложных продуктов и не потерял текстуру.",2
"Сегодня гимнастка набрал много очков, и болельщики активно обсуждают результат.",1
"Специалист объяснил, почему процессор поддерживает новый стандарт связи при ежедневной работе.",0
"Специалист объяснил, почему электронная книга помогает автоматизировать рутинные задачи при ежедневной работе.",0
"Если готовить торт в духовке, вкус получится более насыщенным.",2
Капитан команды сыграл надежно в защите во втором тайме.,1
"Важно помнить, что курица готовится за двадцать минут, особенно на праздничный стол.",2
Омлет получает насыщенный вкус в глубокой кастрюле.,2
"Специалист объяснил, почему браузер поддерживает новый стандарт связи при ежедневной работе.",0
"Пользователи обсуждают, что ноутбук получил обновление и стоит своих денег.",0
"По этому рецепту запеканка нужно посолить в конце, поэтому блюдо нравится всей семье.",2
"Комментаторы отметили, что спортсменка провел уверенную тренировку без лишних ошибок.",1
"Я добавил немного специй, и рыба нужно аккуратно перемешать.",2
"В обзоре матча сказали, что пловец вернулся после травмы благодаря хорошей подготовке.",1
"После настройки ноутбук ускоряет обработку данных, а подключение стало стабильнее.",0
Наушники поддерживает новый стандарт связи в компьютерной игре.,0
Соус получается нежным и сытным для быстрого перекуса.,2
"Тест показал, что база данных поддерживает беспроводное подключение, особенно во время учебы.",0
Для задачи на рабочем месте этот операционная система подходит лучше старой версии.,0
После перерыва волейбольный клуб провел уверенную тренировку и помог команде удержать счет.,1
"Если готовить сэндвич перед подачей, вкус получится более насыщенным.",2
"Разработчики сообщили, что операционная система поддерживает новый стандарт связи после последнего обновления.",0
"По этому рецепту рыба можно украсить зеленью, поэтому блюдо нравится всей семье.",2
"Для начинающих этот запеканка удобен, потому что требует свежих ингредиентов.",2
"После настройки планшет потребляет меньше энергии, а подключение стало стабильнее.",0
"Если готовить десерт к завтраку, вкус получится более насыщенным.",2
"Новый робот-пылесос поддерживает новый стандарт связи, поэтому пользователям стало удобнее работать во время видеозвонков.",0
"Болельщики считают, что хоккеист получил награду за сезон заслуженно.",1
После перерыва фигурист провел уверенную тренировку и помог команде удержать счет.,1
Роутер поддерживает беспроводное подключение во время видеозвонков.,0
"На соревнованиях велогонщик сохранил преимущество до конца встречи, показав сильный характер.",1
"Комментаторы отметили, что хоккеист показал высокий темп без лишних ошибок.",1
"Болельщики считают, что хоккеист провел уверенную тренировку заслуженно.",1
Процессор стал работать быстрее на рабочем месте.,0
"Новый процессор ускоряет запуск программ, поэтому пользователям стало удобнее работать на рабочем месте.",0
"Пользователи обсуждают, что нейросеть стал удобнее для работы и стоит своих денег.",0
"Если готовить домашний хлеб перед подачей, вкус получится более насыщенным.",2
